18.53982477 0.3328427235
24.96885684 0.4902870227
31.46812808 0.6319989182
40.13711809 0.7429702759
55.46613716 0.9047430638
75.14459518 1.062702667
94.74349769 1.157512848
135.6978447 1.341421067
180.2594955 1.481065700
242.6136798 1.679679664
328.7602527 1.883367014
435.3703975 2.016221125
584.7375919 2.168820292
867.7443432 2.402623680
1214.104219 2.624891937
1575.024266 2.766961756
2200.965231 2.907397755
2751.041471 3.006601687
3825.340454 3.185178209
5137.741055 3.323021455
6840.795709 3.401143441
9446.379946 3.489228441
12440.12893 3.552600319

