34.01444191 1.160019772
34.85081477 1.411247524
36.08143265 1.780291915
36.96863026 2.296772682
38.40707919 2.860535421
39.48825575 3.623658878
41.45406493 4.745130543
44.12600712 5.708748104
46.97017066 6.965030325
49.99765617 8.411558642
53.77722701 9.858812204
59.05948635 12.18144398
68.73386333 15.16176875
85.02241938 16.94300417
112.0331680 16.80180580
138.2054546 16.12800683
169.2707561 15.05782819
214.1876899 13.59641760
286.6748154 12.24226833
375.0273505 12.68057222
457.5821521 15.03223912
562.5233566 18.07561010
692.7325336 21.30994637
897.9950009 24.84432133
1153.737199 27.86274272
1446.165668 29.52465952
1722.562816 30.92355542
2258.019044 32.17738909
2944.553891 31.97001662
3599.810639 31.94494381
4477.131698 31.70745965
5945.713330 30.90697571
7834.605335 30.76683365
9732.173847 30.77252780
11912.35114 30.77783569
15819.82164 30.78528650
18687.08679 30.78966214
