3.336491984 0.3904551663
3.424468801 0.6249639422
3.514765396 1.109121159
3.607442937 1.968353154
3.702564204 3.873176536
3.800193635 6.199420280
3.900397365 12.15219142
4.055678743 20.67836378
4.272379305 31.25361703
4.599338062 46.69945330
5.470783391 65.89560121
7.158936500 89.50266995
9.206871503 101.9561330
13.76362168 97.56282768
20.63046673 84.92902477
33.82738975 65.26559436
50.40407753 51.92965565
77.79802762 44.73427647
124.2867674 44.75573921
178.9240360 53.17953014
260.9540513 58.98648929
468.6886386 55.09592141
657.3930243 52.64303327
1059.373504 48.05018752
1492.360092 45.38749576
2013.073352 43.36509641
2680.365437 40.95966306
4510.831155 36.96133054
6396.564824 34.05121388
8990.616358 32.23051879
13883.65416 30.23813168

