4.055678743 0.3583365465
4.272379305 0.4665583648
4.559609218 0.6748344735
4.866149454 0.8424607497
5.470783391 1.317981977
6.018583952 1.769414713
6.650020446 2.286357973
7.347703759 2.909483001
8.405259642 3.832212630
10.00649751 4.978774061
12.91376108 6.371157071
16.82549628 6.937043546
23.07344829 6.800061937
28.93674776 6.546810689
41.65752965 5.281514299
51.97208032 4.747132225
73.85201180 4.280759787
94.56753034 4.722874300
125.9147062 6.266449968
152.2612153 7.791915568
195.9880692 10.64203203
245.5783505 12.85040412
334.1517659 14.80045300
416.8889170 15.68595958
592.3966296 17.13720774
768.4999791 18.00086020
1165.450707 16.69032288
1492.360092 15.59424206
2233.943127 14.04647657
2860.565058 12.56648010
4172.027736 12.04512351
5483.148804 11.80594096
8207.833117 10.91650567
10647.79788 10.34061276

