2.059167984 1085.297209
2.469117039 984.1011472
3.286977291 834.1795873
4.266864368 698.0185053
6.060675666 517.4812213
7.945394829 407.1636745
9.592671297 335.9857619
11.80935816 271.1892640
14.72830777 215.1985393
18.13156170 172.8126382
22.61250416 135.0504433
27.83577686 105.0028508
33.82472153 84.60854559
42.18512398 67.02588809
52.61107151 52.64759397
66.47485007 41.74227505
90.02543063 31.98925443
111.8101556 27.68428968
152.7915180 24.99911486
214.3062126 22.80587577
329.3450348 23.38420120
421.8967781 26.95270371
519.8623884 34.51843227
666.0588555 43.12956290
887.1442106 47.62943055
1181.389786 47.76214357
1573.111936 46.10809185
2094.720298 44.51132162
2789.307717 43.16958400
3714.172316 41.63594217
4945.852671 40.79497263
6586.026591 40.11955644
8770.028759 39.23636433
11678.29253 38.40822182
15551.14779 37.80737150
19152.22349 37.21592076

