409.7706510 1.211769561
430.4799085 1.479728124
454.7239422 1.990359096
474.8801971 2.622276951
500.2505161 3.426696685
524.6955820 4.422927065
552.7272716 5.439923726
582.2565451 6.863450563
613.3634103 8.390146469
646.1321496 10.08024858
680.6515481 12.11080304
735.9190841 14.85042297
862.5230246 18.30423881
1118.891891 20.60675005
1443.926899 22.50013705
1824.991698 24.16960079
2342.920893 25.32298906
2945.865830 25.81069969
3791.751518 25.92242856
4792.427544 25.92825763
6057.190630 26.80758224
7655.735634 27.01937470
9676.150494 27.02545044
12229.77031 27.10049696
15457.31249 27.10659094
18545.82628 27.04233466

